usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023,egc_tagx.chn500.y2023,egc_tagx.soe.y2023,egc_tagx.plc.y2023,egc_tagx.nht.y2023,egc_tagx.isc100.y2023,egc_tagx.fic500_all.y2023,egc_tagx.fic500_mfg.y2023,egc_tagx.fic100_svc.y2023,h_comments
a3e,度小满科技（北京）有限公司,度小满科技（北京）有限公司,ent,i-root,a3e,度小满科技（北京）有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a3a,东南大学,东南大学,pin,i-root,a3a,东南大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3f,多益网络有限公司,多益网络有限公司,ent,i-root,a3f,多益网络有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a3j,飞腾信息技术有限公司,飞腾信息技术有限公司,ent,at4,at4,中国电子信息产业集团有限公司,"{""2018-01-23"":""2024-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,240116：中国电子https://cec.hotjob.cn/列了飞腾
a3k,斐乐服饰有限公司,斐乐服饰有限公司,ent,i-root,a3k,斐乐服饰有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3h,帆软软件有限公司,帆软软件有限公司,ent,i-root,a3h,帆软软件有限公司,"{""2020-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a3i,飞书深诺数字科技（上海）股份有限公司,飞书深诺数字科技（上海）股份有限公司,ent,asl,asl,上海飞书深诺数字科技集团股份有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240108：于2212更名为asl
a3n,凤凰县凤缘楼饭店,凤凰县凤缘楼饭店,ent,i-root,a3n,凤凰县凤缘楼饭店,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3m,蜂巢能源科技股份有限公司,蜂巢能源科技股份有限公司,ent,i-root,a3m,蜂巢能源科技股份有限公司,"{""2020-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a3o,福特汽车工程研究（南京）有限公司,福特汽车工程研究（南京）有限公司,ent,axi,axi,福特汽车公司,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240120：参考https://www.ford.com.cn/about-ford/
a3p,复旦大学,复旦大学,pin,i-root,a3p,复旦大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3g,法尔胜泓昇集团有限公司,法尔胜泓昇集团有限公司,ent,i-root,a3g,法尔胜泓昇集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,fic,fic,nf-404,240116：收入很大，视为上市公司;法尔胜是上市公司
a3q,甘肃飞马踏燕物联网科技有限公司,甘肃飞马踏燕物联网科技有限公司,ent,i-root,a3q,甘肃飞马踏燕物联网科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3l,丰城市总工会,丰城市总工会,pin,i-root,a3l,丰城市总工会,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3t,格兰菲智能科技有限公司,格兰菲智能科技有限公司,ent,i-root,a3t,格兰菲智能科技有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a3u,格灵深瞳(北京)科技发展有限公司,格灵深瞳(北京)科技发展有限公司,ent,i-root,a3u,格灵深瞳(北京)科技发展有限公司,"{""2021-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a3v,公诚管理咨询有限公司,公诚管理咨询有限公司,ent,asm,au7,中国电信集团有限公司,"{""2008-01-23"":""2023-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,240116：明确申明隶属关系-https://www.gcmc.cc/gongcheng/index.html
a3w,谷斗科技（上海）有限公司,谷斗科技（上海）有限公司,ent,i-root,a3w,谷斗科技（上海）有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a3r,高邮市档案馆,高邮市档案馆,pin,i-root,a3r,高邮市档案馆,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3x,顾家家居股份有限公司,顾家家居股份有限公司,ent,i-root,a3x,顾家家居股份有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
a3z,广东贝导智能科技有限公司,广东贝导智能科技有限公司,ent,i-root,a3z,广东贝导智能科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a3y,光线云（杭州）科技有限公司,光线云（杭州）科技有限公司,ent,i-root,a3y,光线云（杭州）科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240108：证书GR202333006714
a3s,格拉斯哥大学,格拉斯哥大学,[pin],i-root,a3s,格拉斯哥大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a40,广东贝导智能科技有限公司无锡分公司,广东贝导智能科技有限公司无锡分公司,ent,a3z,a3z,广东贝导智能科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a43,广联达科技股份有限公司,广联达科技股份有限公司,ent,i-root,a43,广联达科技股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
a42,广东美的制冷设备有限公司,广东美的制冷设备有限公司,ent,b5h,b5h,美的集团股份有限公司,"{""2008-01-23"":""2023-01-23""}",[glb],[chn],nf-404,[plc],nht,nf-404,[fic],[fic],nf-404,
a41,广东诚泰交通科技发展有限公司,广东诚泰交通科技发展有限公司,ent,i-root,a41,广东诚泰交通科技发展有限公司,"{""2015-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a45,广西柳工机械股份有限公司,广西柳工机械股份有限公司,ent,i-root,a45,广西柳工机械股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,chn,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
a47,广州库洛科技有限公司,广州库洛科技有限公司,ent,i-root,a47,广州库洛科技有限公司,"{""2020-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a44,广西大学,广西大学,pin,i-root,a44,广西大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a48,广州期货交易所股份有限公司,广州期货交易所股份有限公司,ent,i-root,a48,广州期货交易所股份有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a46,广州博冠信息科技有限公司,广州博冠信息科技有限公司,ent,i-root,a46,广州博冠信息科技有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a4b,广州市百果园信息技术有限公司,广州市百果园信息技术有限公司,ent,i-root,a4b,广州市百果园信息技术有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a4c,广州市晓星火教育科技有限公司,广州市晓星火教育科技有限公司,ent,i-root,a4c,广州市晓星火教育科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4e,广州小鹏汽车科技有限公司,广州小鹏汽车科技有限公司,ent,bb1,bb1,小鹏汽车有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,[chn],nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240224：在美国香港上市了
a4d,广州天赐高新材料股份有限公司,广州天赐高新材料股份有限公司,ent,i-root,a4d,广州天赐高新材料股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
a4g,广州知否科技有限公司,广州知否科技有限公司,ent,i-root,a4g,广州知否科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a49,广州三七互娱科技有限公司,广州三七互娱科技有限公司,ent,i-root,a49,广州三七互娱科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4a,广州市百果园网络科技有限公司,广州市百果园网络科技有限公司,ent,i-root,a4a,广州市百果园网络科技有限公司,"{""2016-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,isc,nf-404,nf-404,nf-404,
a4f,广州昕趣信息技术有限公司,广州昕趣信息技术有限公司,ent,a3f,a3f,多益网络有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
a4h,贵州民用航空职业学院有限公司,贵州民用航空职业学院有限公司,org,i-root,a4h,贵州民用航空职业学院有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240109：民办专科非事业编制，也非企业。
a4i,国电南瑞科技股份有限公司,国电南瑞科技股份有限公司,ent,av2,atq,国家电网有限公司,"{""2008-01-23"":""2023-01-23""}",[glb],[chn],[soe],plc,nht,nf-404,nf-404,nf-404,nf-404,240116:组织架构参考http://www.naritech.cn/about-22.html
a4m,国家税务总局安庆市宜秀区税务局,国家税务总局安庆市宜秀区税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4n,国家税务总局北京市税务局,国家税务总局北京市税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4o,国家税务总局海南省税务局,国家税务总局海南省税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4j,国电南瑞南京控制系统有限公司,国电南瑞南京控制系统有限公司,ent,a4i,atq,国家电网有限公司,"{""2008-01-23"":""2023-01-23""}",[glb],[chn],[soe],[plc],nht,nf-404,nf-404,nf-404,nf-404,240116:组织架构参考http://www.naritech.cn/about-22.html
a4p,国家税务总局济南市长清区税务局,国家税务总局济南市长清区税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4q,国家税务总局泉州市税务局第三稽查局,国家税务总局泉州市税务局第三稽查局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4s,国家税务总局温泉县税务局,国家税务总局温泉县税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4r,国家税务总局桐庐县税务局,国家税务总局桐庐县税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4k,国家超级计算无锡中心,国家超级计算无锡中心,pin,i-root,a4k,国家超级计算无锡中心,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4l,国家开发银行宁夏回族自治区分行,国家开发银行宁夏回族自治区分行,ent,asn,asn,国家开发银行,{},nf-404,[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4t,国家税务总局宜良县税务局,国家税务总局宜良县税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4w,国家税务总局扎鲁特旗税务局,国家税务总局扎鲁特旗税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4x,国家税务总局镇江市税务局,国家税务总局镇江市税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4u,国家税务总局银川市税务局,国家税务总局银川市税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a50,国网湖北省电力有限公司,国网湖北省电力有限公司,ent,atq,atq,国家电网有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4v,国家税务总局虞城县税务局,国家税务总局虞城县税务局,gpo,aso,aso,国家税务总局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a51,国网江苏省电力有限公司淮安供电分公司,国网江苏省电力有限公司淮安供电分公司,ent,atp,atq,国家电网有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a52,国网江苏省电力有限公司无锡供电分公司,国网江苏省电力有限公司无锡供电分公司,ent,atp,atq,国家电网有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a53,国网江西省电力有限公司安远县供电分公司,国网江西省电力有限公司安远县供电分公司,ent,atq,atq,国家电网有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a55,国网山东东营市河口区供电公司,国网山东东营市河口区供电公司,ent,atq,atq,国家电网有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a54,国网江西省电力有限公司信息通信分公司,国网江西省电力有限公司信息通信分公司,ent,atq,atq,国家电网有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a56,哈尔滨得豪科技有限公司,哈尔滨得豪科技有限公司,ent,i-root,a56,哈尔滨得豪科技有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4y,国科大杭州高等研究院,国科大杭州高等研究院,pin,i-root,a4y,国科大杭州高等研究院,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a4z,国能智深控制技术有限公司,国能智深控制技术有限公司,ent,axp,axo,国家能源投资集团有限责任公司,"{""2008-01-23"":""2026-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a57,哈尔滨工程大学,哈尔滨工程大学,pin,i-root,a57,哈尔滨工程大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a58,哈尔滨工业大学,哈尔滨工业大学,pin,i-root,a58,哈尔滨工业大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a59,哈尔滨旭光科技开发有限公司,哈尔滨旭光科技开发有限公司,ent,i-root,a59,哈尔滨旭光科技开发有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5a,海安县思阳通讯器材维修部,海安县思阳通讯器材维修部,ent,i-root,a5a,海安县思阳通讯器材维修部,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5b,海德盟数控技术（深圳）有限公司,海德盟数控技术（深圳）有限公司,ent,i-root,a5b,海德盟数控技术（深圳）有限公司,"{""2017-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a5c,海东市烟草专卖局,海东市烟草专卖局,gpo,asp,asp,国家烟草专卖局,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5e,海宁市海洲雪之绒皮草行,海宁市海洲雪之绒皮草行,ent,i-root,a5e,海宁市海洲雪之绒皮草行,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5d,海隆软件（无锡）有限公司,海隆软件（无锡）有限公司,ent,i-root,a5d,海隆软件（无锡）有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5f,海信集团控股股份有限公司,海信集团控股股份有限公司,ent,a5g,a5g,海信集团有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240120：下属公司为chn，视为chn
a5h,海乂知信息科技（南京）有限公司上海分公司,海乂知信息科技（南京）有限公司上海分公司,ent,asq,asq,海乂知信息科技（南京）有限公司,{},nf-404,nf-404,nf-404,nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
a5j,汉海信息技术（上海）有限公司,汉海信息技术（上海）有限公司,ent,i-root,a5j,汉海信息技术（上海）有限公司,"{""2010-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a5k,汉口银行股份有限公司,汉口银行股份有限公司,ent,i-root,a5k,汉口银行股份有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5l,瀚宇博德科技（江阴）有限公司,瀚宇博德科技（江阴）有限公司,ent,i-root,a5l,瀚宇博德科技（江阴）有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5g,海信集团有限公司,海信集团有限公司,ent,i-root,a5g,海信集团有限公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240120：下属公司为chn，视为chn
a5m,行吟信息科技（上海）有限公司,行吟信息科技（上海）有限公司,ent,i-root,a5m,行吟信息科技（上海）有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240109：就是小红书
a5o,杭州测度科技有限公司,杭州测度科技有限公司,ent,i-root,a5o,杭州测度科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a5n,杭州博瑞信华科技有限公司,杭州博瑞信华科技有限公司,ent,i-root,a5n,杭州博瑞信华科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5p,杭州弹指宇宙科技有限公司,杭州弹指宇宙科技有限公司,ent,i-root,a5p,杭州弹指宇宙科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5s,杭州海康威视数字技术股份有限公司,杭州海康威视数字技术股份有限公司,ent,au8,au8,中国电子科技集团有限公司,"{""2008-01-23"":""2026-01-23""}",[glb],[chn],[soe],plc,nht,nf-404,nf-404,nf-404,nf-404,
a5t,杭州黑岩网络科技有限公司,杭州黑岩网络科技有限公司,ent,i-root,a5t,杭州黑岩网络科技有限公司,"{""2021-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a5r,杭州多准数据技术有限公司,杭州多准数据技术有限公司,ent,i-root,a5r,杭州多准数据技术有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
a5u,杭州巨量引擎网络技术有限公司,杭州巨量引擎网络技术有限公司,ent,axr,awi,抖音有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5v,杭州科之锐人力资源有限公司,杭州科之锐人力资源有限公司,ent,atd,atd,北京科锐国际人力资源股份有限公司,{},nf-404,nf-404,nf-404,[plc],[nht],nf-404,nf-404,nf-404,nf-404,
a5w,杭州拉扎斯信息科技有限公司,杭州拉扎斯信息科技有限公司,ent,awj,asr,阿里巴巴集团控股有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,[fic],nf-404,[fic],
a5x,杭州软通信息技术服务有限公司,杭州软通信息技术服务有限公司,ent,ass,ass,软通动力信息技术（集团）股份有限公司,"{""2022-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,[plc],nht,nf-404,nf-404,nf-404,nf-404,
a5q,杭州电子科技大学,杭州电子科技大学,pin,i-root,a5q,杭州电子科技大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a5i,韩国，弘益大学,韩国，弘益大学,[pin],i-root,a5i,韩国，弘益大学,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
a61,杭州同花顺数据开发有限公司,杭州同花顺数据开发有限公司,ent,awk,awk,浙江核新同花顺网络信息股份有限公司,"{""2016-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,[plc],nht,nf-404,nf-404,nf-404,nf-404,
a5y,杭州市网络安全研究所,杭州市网络安全研究所,org,i-root,a5y,杭州市网络安全研究所,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240109：民办非企业，业务主管公安局
a5z,杭州视杏科技有限公司,杭州视杏科技有限公司,ent,i-root,a5z,杭州视杏科技有限公司,"{""2020-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
