usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023
a5l,瀚宇博德科技（江阴）有限公司,瀚宇博德科技（江阴）有限公司,ent,root-node,a5l,瀚宇博德科技（江阴）有限公司,{},nf04
a5g,海信集团有限公司,海信集团有限公司,ent,root-node,a5g,海信集团有限公司,{},nf04
a5m,行吟信息科技（上海）有限公司,行吟信息科技（上海）有限公司,ent,root-node,a5m,行吟信息科技（上海）有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
a5o,杭州测度科技有限公司,杭州测度科技有限公司,ent,root-node,a5o,杭州测度科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
a5n,杭州博瑞信华科技有限公司,杭州博瑞信华科技有限公司,ent,root-node,a5n,杭州博瑞信华科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
a5p,杭州弹指宇宙科技有限公司,杭州弹指宇宙科技有限公司,ent,root-node,a5p,杭州弹指宇宙科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
a5s,杭州海康威视数字技术股份有限公司,杭州海康威视数字技术股份有限公司,ent,au8,au8,中国电子科技集团有限公司,"{""2008-01-23"":""2026-01-23""}",[glb]
a5t,杭州黑岩网络科技有限公司,杭州黑岩网络科技有限公司,ent,root-node,a5t,杭州黑岩网络科技有限公司,"{""2021-01-23"":""2024-01-23""}",nf04
a5r,杭州多准数据技术有限公司,杭州多准数据技术有限公司,ent,root-node,a5r,杭州多准数据技术有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
a5u,杭州巨量引擎网络技术有限公司,杭州巨量引擎网络技术有限公司,ent,axr,awi,抖音有限公司,{},nf04
a5v,杭州科之锐人力资源有限公司,杭州科之锐人力资源有限公司,ent,atd,atd,北京科锐国际人力资源股份有限公司,{},nf04
a5w,杭州拉扎斯信息科技有限公司,杭州拉扎斯信息科技有限公司,ent,awj,asr,阿里巴巴集团控股有限公司,{},[glb]
a5x,杭州软通信息技术服务有限公司,杭州软通信息技术服务有限公司,ent,ass,ass,软通动力信息技术（集团）股份有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
a5q,杭州电子科技大学,杭州电子科技大学,pin,root-node,a5q,杭州电子科技大学,{},nf04
a5i,韩国，弘益大学,韩国，弘益大学,[pin],root-node,a5i,韩国，弘益大学,{},nf04
a61,杭州同花顺数据开发有限公司,杭州同花顺数据开发有限公司,ent,awk,awk,浙江核新同花顺网络信息股份有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
a5y,杭州市网络安全研究所,杭州市网络安全研究所,org,root-node,a5y,杭州市网络安全研究所,{},nf04
a5z,杭州视杏科技有限公司,杭州视杏科技有限公司,ent,root-node,a5z,杭州视杏科技有限公司,"{""2020-01-23"":""2023-01-23""}",nf04
a63,杭州乌鸫科技有限公司,杭州乌鸫科技有限公司,ent,ast,asr,阿里巴巴集团控股有限公司,{},[glb]
a60,杭州顺雅网络技术有限公司,杭州顺雅网络技术有限公司,ent,root-node,a60,杭州顺雅网络技术有限公司,{},nf04
a64,杭州新东方进修学校,杭州新东方进修学校,org,avi,avi,新东方教育科技集团有限公司,{},nf04
a67,杭州萱草科技有限公司,杭州萱草科技有限公司,ent,root-node,a67,杭州萱草科技有限公司,{},nf04
a62,杭州网易再顾科技有限公司,杭州网易再顾科技有限公司,ent,aw1,aw1,网易公司,"{""2020-01-23"":""2026-01-23""}",nf04
a68,杭州银行股份有限公司,杭州银行股份有限公司,ent,root-node,a68,杭州银行股份有限公司,{},nf04
a6a,航天科工空天动力研究院（苏州）有限责任公司,航天科工空天动力研究院（苏州）有限责任公司,ent,av6,av4,中国航天科工集团有限公司,{},[glb]
a69,杭州有赞科技有限公司,杭州有赞科技有限公司,ent,root-node,a69,杭州有赞科技有限公司,"{""2018-01-23"":""2024-01-23""}",nf04
a6c,河北翼凌机械制造总厂,河北翼凌机械制造总厂,ent,root-node,a6c,河北翼凌机械制造总厂,"{""2022-01-23"":""2025-01-23""}",nf04
a6b,合肥市经济技术开发区故人归电子商务工作室,合肥市经济技术开发区故人归电子商务工作室,ent,root-node,a6b,合肥市经济技术开发区故人归电子商务工作室,{},nf04
a6d,河南迈特电气技术有限公司,河南迈特电气技术有限公司,ent,root-node,a6d,河南迈特电气技术有限公司,{},nf04
a6f,河南豫能新能源有限公司,河南豫能新能源有限公司,ent,bjn,bjn,河南豫能控股股份有限公司,{},nf04
a6g,荷兰莱顿大学,荷兰莱顿大学,[pin],root-node,a6g,荷兰莱顿大学,{},nf04
a6e,河南省南阳市人力资源和社会保障局,河南省南阳市人力资源和社会保障局,gpo,root-node,a6e,河南省南阳市人力资源和社会保障局,{},nf04
a6i,黑龙江省哈尔滨市木兰县市场监督管理局,黑龙江省哈尔滨市木兰县市场监督管理局,gpo,root-node,a6i,黑龙江省哈尔滨市木兰县市场监督管理局,{},nf04
a6h,赫比（上海）家用电器产品有限公司,赫比（上海）家用电器产品有限公司,ent,root-node,a6h,赫比（上海）家用电器产品有限公司,"{""2012-01-23"":""2023-01-23""}",nf04
a6j,恒生电子股份有限公司,恒生电子股份有限公司,ent,root-node,a6j,恒生电子股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
a6k,恒为科技（上海）股份有限公司,恒为科技（上海）股份有限公司,ent,root-node,a6k,恒为科技（上海）股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf04
a6l,恒为科技（上海）股份有限公司无锡分公司,恒为科技（上海）股份有限公司无锡分公司,ent,a6k,a6k,恒为科技（上海）股份有限公司,{},nf04
a65,杭州新诺微电子有限公司,杭州新诺微电子有限公司,ent,root-node,a65,杭州新诺微电子有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
a6o,湖北合味康农业科技有限公司,湖北合味康农业科技有限公司,ent,root-node,a6o,湖北合味康农业科技有限公司,"{""2017-01-23"":""2020-01-23""}",nf04
a6p,湖南兵器长城机械有限公司,湖南兵器长城机械有限公司,ent,root-node,a6p,湖南兵器长城机械有限公司,"{""2012-01-23"":""2024-01-23""}",nf04
a6q,湖南大学,湖南大学,pin,root-node,a6q,湖南大学,{},nf04
a6r,湖南行必达网联科技有限公司,湖南行必达网联科技有限公司,ent,root-node,a6r,湖南行必达网联科技有限公司,"{""2020-01-23"":""2023-01-23""}",nf04
a6s,湖南快乐老人产业经营有限公司,湖南快乐老人产业经营有限公司,ent,root-node,a6s,湖南快乐老人产业经营有限公司,"{""2022-01-23"":""2025-01-23""}",nf04
a6t,湖南勤一科技有限公司,湖南勤一科技有限公司,ent,root-node,a6t,湖南勤一科技有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
a6n,胡桃街（上海）信息技术有限公司,胡桃街（上海）信息技术有限公司,ent,root-node,a6n,胡桃街（上海）信息技术有限公司,"{""2021-01-23"":""2024-01-23""}",nf04
a6u,湖南三湘银行股份有限公司,湖南三湘银行股份有限公司,ent,root-node,a6u,湖南三湘银行股份有限公司,"{""2020-01-23"":""2026-01-23""}",nf04
a6v,湖南中移通信技术工程有限公司,湖南中移通信技术工程有限公司,ent,asu,asx,中国移动通信集团有限公司,{},[glb]
a6w,华东理工大学,华东理工大学,pin,root-node,a6w,华东理工大学,{},nf04
a6x,华东师范大学,华东师范大学,pin,root-node,a6x,华东师范大学,{},nf04
a6z,华南理工大学,华南理工大学,pin,root-node,a6z,华南理工大学,{},nf04
a6y,华虹半导体（无锡）有限公司,华虹半导体（无锡）有限公司,ent,bjp,bjp,上海华虹（集团）有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
a66,杭州信雅达数码科技有限公司,杭州信雅达数码科技有限公司,ent,root-node,a66,杭州信雅达数码科技有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
a6m,呼和浩特市国储油脂有限公司,呼和浩特市国储油脂有限公司,ent,root-node,a6m,呼和浩特市国储油脂有限公司,{},nf04
a70,华南师范大学,华南师范大学,pin,root-node,a70,华南师范大学,{},nf04
a73,华中农业大学,华中农业大学,pin,root-node,a73,华中农业大学,{},nf04
a74,华中师范大学人工智能教育学部,华中师范大学人工智能教育学部,pin,root-node,a74,华中师范大学人工智能教育学部,{},nf04
a75,淮安康祥福文化传播有限公司无锡分公司,淮安康祥福文化传播有限公司无锡分公司,ent,bjq,axk,快手科技,{},nf04
a72,华中科技大学,华中科技大学,pin,root-node,a72,华中科技大学,{},nf04
a76,淮安市淮安区人才发展中心,淮安市淮安区人才发展中心,pin,root-node,a76,淮安市淮安区人才发展中心,{},nf04
a77,淮北市相山区天缘床上用品百货店,淮北市相山区天缘床上用品百货店,ent,root-node,a77,淮北市相山区天缘床上用品百货店,{},nf04
a79,环晟光伏（江苏）有限公司,环晟光伏（江苏）有限公司,ent,ats,axt,TCL科技集团股份有限公司,"{""2017-01-23"":""2023-01-23""}",nf04
a78,淮扬菜集团股份有限公司,淮扬菜集团股份有限公司,ent,root-node,a78,淮扬菜集团股份有限公司,{},nf04
a71,华为技术有限公司南京研究所,华为技术有限公司南京研究所,ent,ac3,asy,华为投资控股有限公司,{},[glb]
a7a,黄冈市国家保密局,黄冈市国家保密局,gpo,root-node,a7a,黄冈市国家保密局,{},nf04
a7b,徽商银行股份有限公司,徽商银行股份有限公司,ent,root-node,a7b,徽商银行股份有限公司,{},nf04
a7c,慧盾信息安全科技（苏州）股份有限公司,慧盾信息安全科技（苏州）股份有限公司,ent,root-node,a7c,慧盾信息安全科技（苏州）股份有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
a7g,吉林大学,吉林大学,pin,root-node,a7g,吉林大学,{},nf04
a7e,机械工业第九设计研究院股份有限公司,机械工业第九设计研究院股份有限公司,ent,root-node,a7e,机械工业第九设计研究院股份有限公司,"{""2018-01-23"":""2024-01-23""}",nf04
a7h,计算鸭（杭州）科技有限公司,计算鸭（杭州）科技有限公司,ent,root-node,a7h,计算鸭（杭州）科技有限公司,{},nf04
a7j,加州大学河滨分校,加州大学河滨分校,[pin],root-node,a7j,加州大学河滨分校,{},nf04
a7k,建华建材（中国）有限公司,建华建材（中国）有限公司,ent,root-node,a7k,建华建材（中国）有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
a7i,济南市章丘区人民政府办公室,济南市章丘区人民政府办公室,gpo,root-node,a7i,济南市章丘区人民政府办公室,{},nf04
a7l,建信金融科技有限责任公司,建信金融科技有限责任公司,ent,root-node,a7l,建信金融科技有限责任公司,"{""2020-01-23"":""2023-01-23""}",nf04
a7d,慧影医疗科技（北京）有限公司,慧影医疗科技（北京）有限公司,ent,root-node,a7d,慧影医疗科技（北京）有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
a7m,江南大学,江南大学,pin,root-node,a7m,江南大学,{},nf04
a7p,江苏大学,江苏大学,pin,root-node,a7p,江苏大学,{},nf04
a7f,基蛋生物科技股份有限公司,基蛋生物科技股份有限公司,ent,root-node,a7f,基蛋生物科技股份有限公司,"{""2012-01-23"":""2024-01-23""}",nf04
a7q,江苏点米谋士企业管理服务有限公司,江苏点米谋士企业管理服务有限公司,ent,root-node,a7q,江苏点米谋士企业管理服务有限公司,{},nf04
a7r,江苏电力信息技术有限公司,江苏电力信息技术有限公司,ent,atp,atq,国家电网有限公司,"{""2008-01-23"":""2024-01-23""}",[glb]
a7s,江苏鼎风新能源装备科技有限公司,江苏鼎风新能源装备科技有限公司,ent,root-node,a7s,江苏鼎风新能源装备科技有限公司,{},nf04
a7u,江苏凤凰新华书店集团有限公司无锡分公司,江苏凤凰新华书店集团有限公司无锡分公司,ent,asz,asz,江苏凤凰出版传媒股份有限公司,{},nf04
a7v,江苏赣锋动力科技有限公司,江苏赣锋动力科技有限公司,ent,root-node,a7v,江苏赣锋动力科技有限公司,"{""2020-01-23"":""2023-01-23""}",nf04
a7n,江苏北方湖光光电有限公司,江苏北方湖光光电有限公司,ent,bjr,bdx,中国兵器工业集团有限公司,"{""2016-01-23"":""2025-01-23""}",[glb]
a7x,江苏海隆软件技术有限公司,江苏海隆软件技术有限公司,ent,root-node,a7x,江苏海隆软件技术有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
a7y,江苏浩瀚防腐科技有限公司,江苏浩瀚防腐科技有限公司,ent,root-node,a7y,江苏浩瀚防腐科技有限公司,{},nf04
a7z,江苏嗨购网络科技有限公司,江苏嗨购网络科技有限公司,ent,root-node,a7z,江苏嗨购网络科技有限公司,"{""2017-01-23"":""2020-01-23""}",nf04
a80,江苏华电仪征热电有限公司,江苏华电仪征热电有限公司,ent,atg,bf7,中国华电集团有限公司,{},[glb]
a7o,江苏常熟农村商业银行股份有限公司,江苏常熟农村商业银行股份有限公司,ent,root-node,a7o,江苏常熟农村商业银行股份有限公司,{},nf04
a7t,江苏鼎速网络科技有限公司,江苏鼎速网络科技有限公司,ent,root-node,a7t,江苏鼎速网络科技有限公司,{},nf04
a7w,江苏国泰汉帛实业发展有限公司,江苏国泰汉帛实业发展有限公司,ent,av7,av7,江苏国泰国际集团股份有限公司,{},nf04
a81,江苏华研教育科技有限公司,江苏华研教育科技有限公司,ent,root-node,a81,江苏华研教育科技有限公司,{},nf04
a82,江苏江南农村商业银行股份有限公司,江苏江南农村商业银行股份有限公司,ent,root-node,a82,江苏江南农村商业银行股份有限公司,{},nf04
a85,江苏金恒信息科技股份有限公司,江苏金恒信息科技股份有限公司,ent,av8,bhz,中国中信集团有限公司,"{""2023-01-23"":""2026-01-23"",""2016-01-23"":""2022-01-23""}",[glb]
a83,江苏江阴农村商业银行股份有限公司,江苏江阴农村商业银行股份有限公司,ent,root-node,a83,江苏江阴农村商业银行股份有限公司,{},nf04
a84,江苏金风软件技术有限公司,江苏金风软件技术有限公司,ent,root-node,a84,江苏金风软件技术有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
a86,江苏骏安信息测评认证有限公司,江苏骏安信息测评认证有限公司,ent,root-node,a86,江苏骏安信息测评认证有限公司,"{""2021-01-23"":""2024-01-23""}",nf04
a87,江苏科技大学,江苏科技大学,pin,root-node,a87,江苏科技大学,{},nf04
a88,江苏蓝创智能科技股份有限公司,江苏蓝创智能科技股份有限公司,ent,root-node,a88,江苏蓝创智能科技股份有限公司,"{""2016-01-23"":""2025-01-23""}",nf04
a89,江苏礼安文化传媒有限公司,江苏礼安文化传媒有限公司,ent,root-node,a89,江苏礼安文化传媒有限公司,{},nf04
a8b,江苏鲁汶仪器股份有限公司,江苏鲁汶仪器股份有限公司,ent,root-node,a8b,江苏鲁汶仪器股份有限公司,"{""2021-01-23"":""2024-01-23"",""2017-01-23"":""2020-01-23""}",nf04
a8a,江苏立华牧业股份有限公司,江苏立华牧业股份有限公司,ent,root-node,a8a,江苏立华牧业股份有限公司,{},nf04
a8c,江苏满运物流信息有限公司,江苏满运物流信息有限公司,ent,root-node,a8c,江苏满运物流信息有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
a8d,江苏梦之舟教育科技有限公司,江苏梦之舟教育科技有限公司,ent,root-node,a8d,江苏梦之舟教育科技有限公司,{},nf04
